serie;episode;episode_description;season
Freaks and Geeks;Los pequeños detalles;Sam descubre que un sueño hecho realidad puede no ser tan bueno. La nueva relación de Ken se ve amenazada por algo perturbador que se entera sobre su novia.;1
Freaks and Geeks;Disco y dragones;Se acerca el último día de clases, y los adolescentes intentan descifrar adónde pertenecen en el mundo.;1
Doc Martin;Yendo como Bodmin;El ex cirujano Dr. Martin Ellingham llega a la tranquila aldea de Portwenn en Cornualles, reemplazando al antiguo médico de cabecera que murió.;1
Doc Martin;Los caballeros prefieren;La cirugía de Martin se abre oficialmente para los negocios, pero los pacientes continúan tratándola como un café para reunirse.;1
Doc Martin;Las cosas terriles suceden;Cuando una epidemia de diarrea azota la aldea, el médico toma medidas inmediatas. Esto, sin embargo, no va bien con la población.;1
Doc Martin;El efecto Portwenn;El médico visita al guardabosques, quien aparentemente comparte su choza con una ardilla gigante. El pequeño Peter Cronk se mete en problemas por algunas cajas nido.;1
Doc Martin;De todos los puertos en todas las ciudades;Aparece un viejo amigo de tía Joan, agitando viejos recuerdos. Mientras tanto, tanto Doc Martin como Elaine tienen dificultades con el afecto de otras personas.;1
Doc Martin;Homofobia;"Se está corriendo la voz en el pueblo sobre el ""pequeño problema"" del médico con la sangre. Cuando Peter Cronk está herido, la preocupación por él une a Martin y Louisa.";1
Doc Martin;Perros viejos;El viejo amor de Louisa, Danny Steel, llega a Portwenn con la esperanza de reavivar su romance. Está furioso con Martin por interferir con el traslado de su madre a un hogar de ancianos.;2
Doc Martin;En loco;Cuando su madre tiene que ir al hospital, Peter Cronk necesita un lugar para quedarse. El médico no está muy interesado, pero Louise está ocupada con su candidatura para directora.;2
Doc Martin;La sangre es espesa;"Al descubre que Bert no es su padre natural; Martin diagnostica intoxicación alimentaria para una familia rural con una misteriosa madre invisible.";2
Doc Martin;Aromaterapia;Un anciano, inexplicablemente emanando un hedor horrible, consulta al doctor Ellingham. Mientras tanto, la locutora de radio local, Caroline, parece tener un grave problema con la bebida.;2
Doc Martin;Siempre en mi mente;Martin examina a Helen Pratt, pero ella se derrumba y muere. Su esposo, Phil, está enojado con el médico y lo culpa por la muerte de su esposa.;2
Doc Martin;La forma de la familia;Martin está perplejo cuando sus padres fríos y difíciles vienen a quedarse con él, aunque no los ha visto en siete años.;2
Doc Martin;Fuera del bosque;PC Mark Mylow planea pasar su noche de despedida de soltero durmiendo en el bosque con Al Large, pero es mordido por una víbora.;2
Doc Martin;Erotomania;"Un miembro del Ejército de Salvación llega a Portwenn tratando de localizar a una mujer desaparecida; Danny le pide a la reacia novia Louisa que se mude con él y el chequeo médico de Mark Mylow tiene un resultado impactante.";2
Doc Martin;La manzana no cae;La tía Joan se ve obligada a recibir tratamiento de Martin después de casi atropellar a alguien. Alison Lane se acerca al Doc, quien se preocupa por el comportamiento de su hija Delph.;3
Doc Martin;Movimiento;Bert Large abandona su negocio de fontanería para administrar un restaurante. Después de la apertura del restaurante, se producen varios casos de intoxicación alimentaria, y Louisa es una de las personas afectadas.;3
Doc Martin;Resbalosos de la ciudad;Los nuevos vecinos causan problemas a Louisa, Martin y la gente local. Los residentes también comienzan a descubrir algo inusual sobre PC Penhale.;3
Doc Martin;El admirador;La Sra. Wilson, la propietaria hipocondríaca del hotel Wilson, se torna muy atenta con Martin, quien es muy indiferente, lo que pone celosa a Louisa.;3
Doc Martin;El acebo lleva un pinchazo;La adicción al juego de Pauline finalmente llega a un punto crítico después de una confrontación explosiva en la cirugía.;3
Doc Martin;Nowt muy Queer;Una misteriosa infección respiratoria estalla en el pueblo.;3
Doc Martin;Feliz para siempre;El día de su boda, la dama de honor de Louisa es golpeada en el ojo con un petardo de fiesta. Mientras tanto, el florista local es arrestado y su tienda es cerrada.;3
Doc Martin;Mejor el diablo;La vida en el hermoso pueblo de Portwenn, en Cornualles, se ha vuelto cada vez más irritante para el Dr. Martin Ellingham desde la desgarradora decisión de él y Louisa de suspender su boda.;4
Doc Martin;La cabeza yace iquieta;El Dr. Martin Ellinghamtiene dificultades para lidiar con las noticias de Louisa, pero Louisa se mantiene firme en que no quiere que Martin participe.;4
Doc Martin;Perecer juntos como tontos;El Dr. Martin Ellingham se sorprende al encontrar a Louisa y tía Joan llamando a su puerta antes de que se abra la cirugía. Louisa ha tenido un susto médico y quiere que Martin le asegure que todo está bien.;4
Doc Martin;Conduciendo a Mr. McLynn;El Dr. Martin Ellingham es llamado a la nueva casa de Louisa después de que se marea mientras mueve los muebles, por lo que Martin la insta a que lo haga más despacio.;4
Doc Martin;Los difuntos;Una familia demanda a Joan después de que atrapa a su hijo altamente problemático en su gallinero, después de lo cual él desarrolla un misterioso malestar.;4
Doc Martin;Crisis de parteras;El Dr. Martin Ellingham conoce a la nueva partera de Portwenn, Molly, que cuidará de Louisa. Martin desprecia su profesión y los dos no se llevan bien.;4
Doc Martin;No molestar;El Dr. Martin Ellingham busca a Louisa para hablar sobre su nuevo trabajo en Londres, pero Bert los interrumpe y quiere planear un baby shower para Louisa.;4
Doc Martin;El adiós equivocado;El Dr. Martin Ellingham y Pauline están sorprendidos por la cantidad de pacientes que vienen a verlo el último día antes de que cierre su cirugía y se mude a Londres.;4
Doc Martin;Preservar el romance;Martin Ellingham planea retomar su carrera como consultor en Londres y se detiene con el nacimiento del hijo que engendró con su pareja, Louisa Glasson.;5
Doc Martin;Seca tus lagrimas;El médico de cabecera regresa a su antiguo puesto en la cirugía después de la partida del Dr. Dibbs, y acepta quedarse hasta que se encuentre un reemplazo.;5
Doc Martin;Nacido con una escopeta;La nueva recepcionista Morwenna Newcross tiene un mal comienzo después de llegar tarde en su primer día, y su comportamiento hiperactivo lleva a Martin a creer que está drogada.;5
Doc Martin;Las madres saben que es lo mejor;La madre hippie de Louisa, Eleanor, llega a la aldea e inmediatamente se hace cargo de la cocina de Martin para preparar un tónico a base de hierbas, que luego le da al bebé para que deje de llorar.;5
Doc Martin;Recuérdame;PC Penhale está sorprendido por la inesperada llegada de su ex esposa Maggie, quien parece haber olvidado que se separaron hace años y quiere saber por qué la dejó.;5
Doc Martin;No lo dejes ir;Maggie obtiene la autorización del médico y decide que volverá a Bude, obligando a PC Penhale a tomar medidas desesperadas para convencerla de que se quede en Portwenn.;5
Doc Martin;Gatos y tiburones;El negocio de restaurantes de Bert Large está en problemas financieros: ni siquiera puede pagar la comida y la bebida para un evento de caridad para recaudar dinero para el santuario de gatos de Florence Dingle.;5
Doc Martin;Para siempre;La Sra. Tishell decide que ya no puede ocultar su amor por Martin y, alimentada por un cóctel de drogas, toma medidas drásticas.;5
Doc Martin;Enfermedad y salud;Las campanas de boda suenan para el Doctor y Luisa. ¿Pero el matrimonio finalmente saldrá adelante?;6
Doc Martin;Adivina quién viene a cenar;Es el primer día de regreso de Luisa a la escuela y su nueva niñera Mel llega tarde al trabajo. Cuando finalmente llega Mel, Martin duda de entregar a James.;6
Doc Martin;La mansedumbre de un lobo;Un extraño se detiene en seco cuando ve a Ruth en el pueblo, y luego la espía cuando está tomando un café con Carolina. Ruth no está segura de por qué, pero comienza a sentirse incómoda.;6
Doc Martin;Nadie me quiere;Luisa quiere que Martin se involucre más con James, por lo que se las arregla para que lleve a su bebé al grupo de juego. Allí, debe formar pareja con una madre, su hija y cantar canciones.;6
Doc Martin;La práctica a la vuelta de la esquina;La Sra. Tishell regresa al pueblo. Martin tiene que averiguar que le pasa a la raquera Lorna. Al y Morwenna tienen citas por Internet que son un desastre. El romance está floreciendo para Bert y Jennifer.;6
Doc Martin;Exposición peligrosa;El hipocondríaco Malcolm Rayner está luchando con su respiración y Martin le pregunta si alguna vez ha trabajado con asbesto.;6
Doc Martin;Escucha con mamá;Luisa es impactada por un auto y llevada de urgencia al hospital. Tiene grandes noticias para Martin. Mike tiene una oscura revelación de su pasado.;6
Doc Martin;Partida;Luisa se marcha a España. La fiesta de compromiso de Bert y Jennifer estalla con una explosión. Al es aclamado como un héroe por salvar la vida de Carolina.;6
Downward Dog;Piloto;Nan trata de equilibrar su vida personal tumultuosa con una carrera estresante, según se nos cuenta desde la perspectiva desde su cada vez más solo y filosófico perro Martin.;1
Downward Dog;Límites;Nan instala una puerta automática para perro para poder quitarle las llaves a Jason y mantenerlo solo como paseador de Martin, pero ello provoca que Martin crea que puede abrir las puertas con su mente.;1
Downward Dog;Lealtad;Frustrada por la interferencia de su jefe Kevin en el desarrollo de su campaña publicitaria, Nan lleva consigo al trabajo a Martin, esperando mantener al perrofóbico Kevin alejado. Sin embargo, nunca imaginó que Martin se enamoraría de Kevin.;1
Downward Dog;El paquete completo;Nan conoce a Eric, el atractivo dueño de un perro que parece ser una versión mayor y más exitosa de Jason y le pide ayuda con Martin, con la secreta esperanza de lograr una cita.;1
Downward Dog;A La Basura;Nan viaja a la Ciudad de Nueva York con Jenn y Kevin para una gran reunión de marketing, mientras Jason cuida a Martin en casa de Nan.;1
Downward Dog;Viejo;Durante el séptimo cumpleaños de Martin, su mundo se estremece cuando Jenn llega sin avisar a la casa de Nan para pasar unos días con su nuevo cachorro.;1
Downward Dog;Obtener Lo Que Siempre Has Deseado;Un algoritmo afecta la campaña de Nan a unas horas de su lanzamiento y amenaza con derribar la campaña completa. En otra parte: Martin trata de eliminar a su peor enemigo, Pepper, pero ve resultados inesperados.;1
Downward Dog;Perderse;En el final de temporada, Nan se va de vacaciones y visita a su padre distanciado que vive en el campo, tan solo para descubrir que él va a vender la casa de la familia.;1
Anger Management;Charlie regresa a terapia;El primer episodio en el que Charlie, un beisbolista con problemas de ira que se convierte en terapeuta del manejo de la ira, decide regresar a terapia después de una grave discusión con el nuevo novio de su exesposa.;1
Anger Management;Charlie y el fin de la mala racha;"El nuevo Charlie ""evolucionado"" debe lidiar con un fantasma de sus alocados días de beisbolista cuando una mujer poco atractiva con la que se acostó solamente para terminar una mala temporada aparece como una nueva paciente en la terapia de grupo.";1
Anger Management;Charlie y Kate pelean por un paciente;Una rivalidad de antaño sobre quién es mejor terapeuta termina en una guerra cuando Kate se roba a Patrick, uno de los pacientes de grupo de Charlie.;1
Anger Management;Charlie intenta la privación del sueño;"Charlie desafía a su grupo a una terapia que consiste en dejar de dormir durante treinta y seis horas para que ""sus inhibiciones bajen y la verdad salga"", solo que el resultado es exactamente lo contrario.";1
Anger Management;Un paciente de Charlie sale de prisión;Charlie y su exesposa, Jennifer, tienen un problema con el manejo que Charlie sigue intentando darle a su vida cuando Cleo, uno de los pacientes de Charlie de la terapia de grupo de prisión, se presenta en su puerta.;1
Anger Management;Charlie sale con la paciente de Kate;"Exacerbado por los comentarios de Kate sobre que él es solo tiene ""una inteligencia reciente"", Charlie empieza a salir en secreto con una brillante barista de un café.";1
Anger Management;Charlie intenta demostrar que la terapia es legítima;Charlie se enamora de la nueva y sexi colega de Jen, Lori, solo para enterarse de que ella considera que la terapia es una estafa. En su terapia de grupo, Patrick le pide a Charlie que se reconcilie con el fantasma de su madre.;1
Anger Management;Charlie descubre a un paciente;Charlie tiene que evaluar la profundidad de su implicación en las vidas de sus pacientes cuando, por accidente, ayuda a su paciente, quien indirectamente disfruta de la ira de otra gente, a acostarse con una loca.;1
Anger Management;Las visitas del padre de Charlie;Charlie recibe una visita inesperada de su hipercrítico y bravucón padre, interpretado por el padre de Charlie en la vida real, Martin Sheen. En la terapia de grupo, Charlie intenta ayudar a Lacey con su enfado al conducir.;1
Anger Management;Charlie se vuelve romántico;Después de que Charlie y Kate se acuestan, él, inocentemente, pregunta si quiere ir a ver una película. Kate lo interpreta como un gesto romántico, se apresura a encontrar una cita para él con otra persona al siguiente día.;1
Anger Management;Charlie pierde el control en una fiesta prenatal;Charlie pierde el control en la fiesta del bebé de su hermana.;2
Anger Management;El padre de Charlie empieza a enfermarse;Charlie no está seguro de si su padre, Martin, tiene los primeros síntomas de Alzheimer.;2
Anger Management;Charlie y la expaciente;Charlie empieza una relación romántica cuestionable con una expaciente.;2
Anger Management;El padre de Charlie se comporta mal;El papá de Charlie empieza a relacionarse con gente mala.;2
Anger Management;Charlie y Jen juntos otra vez;Jennifer se muda con Charlie temporalmente y a Kate le dan celos.;2
Anger Management;Charlie y la terapia de la decepción;Charlie intenta ayudar a su paciente, Ed (Barry Corbin), con una pastilla de efecto placebo que supuestamente reduce la ira.;2
Anger Management;Charlie sale con la profesora de su hija Sam.;Charlie sale con la profesora de su hija Sam.;2
Anger Management;Charlie y Cee Lo;Charlie recibe a Cee Lo Green como paciente de terapia de manejo de la ira.;2
Anger Management;Charlie es un testigo experto;Charlie y Kate se enfrentan como testigos expertos en el mismo juicio.;2
Anger Management;Charlie y el catolicismo;Charlie y su papá (Martin Sheen) pelean cuando Martin bautiza a la hija de Charlie, Sam, sin que él se entere.;2
Anger Management;Charlie sale con una loca, sexi y furiosa;Charlie descubre algo desagradable sobre la colega de Jennifer.;2
Anger Management;Charlie mete en problemas a Lindsay Lohan;Cuando Lindsay Lohan acude a Charlie para una terapia, empiezan una relación turbulenta.;2
Anger Management;Charlie y Lacey hacen enfadar al vecindario;Charlie molesta a sus vecinos cuando se encuentra con sus clientes en su casa.;2
Anger Management;La cabalgata de Charlie y Kate;Charlie se lleva a su equipo a un paseo para una terapia equina.;2
Anger Management;Los pacientes de Charlie se acuestan;Dos pacientes del grupo de Charlie se involucran en una relación romántica.;2
Anger Management;Las fotos obscenas de Charlie y Kate;Cuando le dan celos, Charlie usa a un paciente para espiar a Kate.;2
Anger Management;Charlie deja que Kate tome el control;Martin ayuda a Charlie a entrenar a un equipo de béisbol de la secundaria.;2
Anger Management;Charlie y el entrenador de la discordia;Jennifer le causa problemas a Charlie cuando se involucra con uno de sus pacientes.;2
Anger Management;El momento romántico de Charlie, Kate y Jen;Martin interviene en la relación entre Charlie y Kate.;2
Anger Management;Charlie termina con Kate;Charlie lidia con el exnovio de Jen.;2
Anger Management;Charlie y Kate empiezan un estudio sobre el sexo;Charlie y Kate empiezan a trabajar en un estudio sobre el sexo. Entre tanto, Lacey comienza un nuevo trabajo.;2
Anger Management;Charlie y su nueva amiga con beneficios;Charlie se mete en una relación inapropiada. Entre tanto, Nolan y Patrick se pelean por una mujer.;2
Anger Management;Charlie y el mensaje sexual en el aeropuerto;Charlie recibe noticias interesantes de Kate. Después, la casa de Charlie sirve de lugar para filmar una película de adultos.;3
Anger Management;Charlie y su nueva terapia;Charlie se encuentra con una terapia no ortodoxa. Después, Patrick engaña a Ed para que piense que ganará la lotería.;3
Anger Management;Charlie y la sexi nerd;Charlie le quita una sexi mujer a un furibundo nerd. Lacey se droga para vender drogas.;3
Anger Management;Charlie y el gigoló secreto;Charlie se entera de información escandalosa sobre el nuevo novio de Jen, Sean, cuando él se inscribe en su grupo de terapia. Además, Ed se muda con Patrick.;3
Anger Management;Charlie sale con la hermana de una asesina en serie;Charlie recoge a una mujer en la prisión, sin saber que es la hermana de uno de sus pacientes más violentos. En secreto, Lacey prepara un baile de nudismo para Nolan.;3
Anger Management;Charlie y el paciente infiel;Charlie sospecha que el novio de Jen la engaña. Después, hay un robo en el apartamento de Nolan.;3
Anger Management;Charlie y el conductor fugitivo;Charlie lidia con la repercusión cuando Martin choca a alguien en su auto. Después, Lacey lleva a Nolan a un club.;3
Anger Management;Charlie y la virgen;Por accidente, Charlie se convierte en el sustituto sexual de una de las pacientes de Kate.;3
Anger Management;Charlie acaba con la vida sexual de su ex;A Charlie le dan celos del nuevo novio de Jennifer. Entre tanto, Patrick ayuda a Lacey a prepararse para una gira de modelaje.;3
Anger Management;Charlie y los disturbios en la prisión;Charlie queda secuestrado durante disturbios en la prisión.;3
Anger Management;Charlie y Kate lo hacen por dinero;Charlie y Kate están listos para acostarse con las personas adecuadas para obtener financiamiento para su estudio sobre el sexo.;3
Anger Management;Charlie y el timo;Charlie interviene en la vida sexual de Kate. Entre tanto, Martin le da un consejo sobre relaciones a Lacey.;3
Anger Management;Charlie comienza la fiesta;Charlie y Sean planean una fiesta fantástica. Entre tanto, por accidente, Lacey convierte a Ed en un adicto a las drogas.;3
Anger Management;Charlie y la estudiante de posgrado;Charlie y Nolan compiten para ganar la atención de una mujer. Entre tanto, Martin y Ed planean una estafa.;3
Anger Management;La nueva compañera de Charlie para estudiar el sexo;Charlie contrata a una psicóloga para remplazar a Kate en su estudio sobre el sexo. Entre tanto, Jennifer y Lacey le hacen una broma a Sean.;3
Anger Management;Charlie y la adicta sexual;Charlie se acuesta con una adicta al sexo en recuperación.;3
Anger Management;Charlie y la prostituta;Charlie recibe un pago inusual. Entre tanto, Sean y Michael tienen un percance romántico.;3
Anger Management;Charlie y el demonio;Un paciente perturbado ingresa a la terapia grupal de Charlie.;3
Anger Management;Charlie y Sean en la batalla de los ex;Charlie causa problemas cuando se acuesta con la ex de Sean.;3
Anger Management;Charlie ayuda a Lacey a seguir siendo rico;Charlie le da un consejo inmoral a Lacey sobre las citas.;3
Anger Management;Charlie vuelve a perder su virginidad;Charlie le pide una segunda oportunidad a la mujer con quien perdió la virginidad.;3
Anger Management;Charlie lo hace en pro de la ciencia;Una reportera que está interesada en el estudio de Charlie lo sigue.;3
Anger Management;Charlie y Lacey se mudan juntos;A la chica mala, paciente de Charlie, se le sentencia a arresto domiciliario y se muda a la casa de Charlie.;3
Anger Management;Charlie y la prostituta navideña;Ed arruina los planes navideños de Charlie.;3
Anger Management;Charlie y la intervención en pijamas;Charlie busca la ayuda de su grupo de prisión cuando su manera de hacer fiestas termina con su arresto.;4
Anger Management;Charlie le arregla una cita a Jordan con un asesino en serie;Jordan le hace un favor inusual a Charlie.;4
Anger Management;Charlie y las gemelas;Charlie se acuesta con la hermana gemela de Jordan.;4
Anger Management;Charlie y Sean pelean por una chica;Charlie y Sean compiten por el cariño de la misma mujer.;4
Anger Management;Charlie y la última tentación de Eugenio;Charlie intenta tentar a su mejor amigo de fiestas cuando se vuelve sacerdote.;4
Anger Management;Charlie y la sexi latina;Un romance prohibido tienta a Charlie.;4
Anger Management;Charlie y la hija de su supervisor de libertad condicional;El sexo de una noche mete a Charlie en problemas.;4
Anger Management;Charlie se pone a prueba en las citas;Charlie usa a Jordan para mejorar su índice de audiencia en línea.;4
Anger Management;Charlie y Jordan van a la prisión;Después de que Jordan arruina su estudio sobre el sexo, Charlie se inspira para empezar una nueva clínica en prisión.;4
Anger Management;Charlie y la prostituta revirginizada;A Charlie se le prohíbe el sexo después de su negligencia en el trabajo.;4
Anger Management;Charlie pilla a Jordan en el acto;Jordan besa a un presidiario, lo que desata la ira de Charlie.;4
Anger Management;Charlie pasa la noche con Lacey;Carlie ayuda a Lacey a mantener su ira bajo control.;4
Anger Management;Charlie se mete con la novia de un recluso;Un desacertado encuentro amoroso pone a Charlie en la mira de un recluso.;4
Anger Management;Charlie se mete con una policía;Carlie termina con una policía.;4
Anger Management;Charlie, Lacey y el peligroso plomero;Charlie intenta evitar un encuentro sexual potencialmente peligroso.;4
Anger Management;Charlie y la madre de todas las terapias;Charlie desata el caos cuando sorprende a su grupo de terapia llevando a la sesión a sus padres disfuncionales.;4
Anger Management;Charlie y la hermana perversa de Sean;Charlie lucha por resistirse a las tentaciones de la sexi hermana menor de Sean.;4
Anger Management;Charlie tiene un trío;La novia de Charlie lleva a casa a una sexi amiga.;4
Anger Management;Charlie y el baile privado de la perdición;Charlie hace que saquen a Sean del club de nudismo cuando se acuesta con una de las bailarinas.;4
Anger Management;Charlie pone a prueba su fuerza de voluntad;Charlie le promete a una sexi reportera una entrevista con un convicto increíblemente enfadado.;4
Anger Management;Charlie y el terapeuta psíquico;Charlie y Jordan deben compartir la habitación del hotel para poner al descubierto a un turbio terapeuta de pareja (Michael Gross).;4
Anger Management;Charlie interviene entre Sean y Jordan;Charlie le consigue una cita a Sean con una chica sexi, aunque sabe que Sean se acuesta con Jordan.;4
Anger Management;Charlie pasa tiempo con la sexi alcaidesa;Charlie se mete en aguas calientes con su grupo de presidiarios cuando se acuesta con la nueva y atractiva alcaidesa.;4
Anger Management;Charlie y el sucio secreto de la dirección;Sin darse cuenta, Charlie ayuda a un miembro de su grupo de presidiarios en un intento de fuga.;5
Anger Management;Charlie y la irascibilidad de la perdición;Charlie lucha para controlar su ira tras conocer una chica sexi que no sale con hombres enfadados.;5
Anger Management;Charlie se echa a perder;Charlie emprende una guerra con el hombre de la basura.;5
Anger Management;Charlie y el caso de la sexi curiosa;Charlie se vuelve paranóico después de descubrir que sale con una investigadora privada.;5
Anger Management;Charlie le jura lealtad a la hermana de una sororidad;Charlie cae en la trampa de Jordan cuando le consigue una cita con una rompecorazones.;5
Anger Management;Charlie juega a las escondidas para engañar;Charlie se encuentra en un concurso con una investigadora privada para demostrarle que podría engañarla sin ser descubierto.;5
Anger Management;Charlie y la venganza de la sexi nerd;La vida de Charlie es prisionera de una controladora chica tecnológica.;5
Anger Management;Charlie y la maldición del puño volador;Charlie crea un monstruo cuando ayuda a Nolan a desatar su ira.;5
Anger Management;Charlie y la casa llena de prostitutas;Charlie deja que su casa se convierta en un hogar de transición de cinco prostitutas.;5
Anger Management;Charlie droga a Patrick;Charlie droga a Patrick para intentar ayudarlo en una crisis de autoconfianza.;5
Anger Management;Charlie y Lacey se arriesgan;Por accidente, Charlie hace que Lacey se comprometa con un multimillonario espeluznante (Gilbert Gottfried).;5
Anger Management;Charlie y la terrible, horrible, no buena y muy mala celebración de acción de gracias;Charlie casi destruye el matrimonio de Ed, y Jordan le coquetea a Nolan.;5
Anger Management;Charlie lanza los dados en Las Vegas;Charlie se va a Las Vegas y su vida se complica después de una noche de beber en demasía.;5
Anger Management;Charlie y el regreso de la chica peligrosa;Charlie arriesga su vida para acostarse con una amante de la adrenalina.;5
Anger Management;Charlie se mete a la cama con Jordan y su ex;Charlie interfiere entre Jordan y su exmarido.;5
Anger Management;Charlie vive el sueño;Charlie queda atrapado en un sueño salvaje en el que no puede diferenciar la realidad de la fantasía.;5
Anger Management;Charlie conoce a su cita;Una celestina hace que Charlie y Sean tengan citas con las personas equivocadas.;5
Anger Management;Charlie y el épico fracaso de relación;Charlie interfiere en la vida amorosa de Lacey y Nolan y hace que los presidiarios secuestren a Nolan.;5
Anger Management;Charlie queda maniatado con una católica;El padre de Charlie le consigue una cita con una sexi pero calmada chica católica que resulta ser demasiado salvaje, incluso para Charlie.;5
Anger Management;Charlie y el sexi voto definitivo;Charlie y Jordan contratan a una chica sexi que resolverá el embate para que trabaje como su asociada en el programa clínico de la prisión.;5
Anger Management;Charlie y el episodio número 100;Charlie tiene que tomar una decisión entre mantener su grupo y ser el psicólogo deportivo de un equipo de béisbol.;5
La Familia del Barrio;Padre Mío;El Abuelo despierta la curiosidad en el Noruego por conocer a su padre y este le pide ayuda a Gaspar para que lo acompañe en esta misión. Mientras tanto el Abuelo encamina a Jonathan en su despertar sexual.;1
La Familia del Barrio;Maura;Viendo la tele en la sala de su casa de repente el Abuelo y el Noruego son golpeados con una nueva idea para lucrar en un popular programa de TV. Mientras tanto Peluzín se aventaja de un descuido de Gaspar.;1
La Familia del Barrio;Santa Erección;El Abuelo sufre un accidente y mientras esta al filo de la muerte valora su vida desde sus inicios, recordando una parte de su infancia, la que busca esclarecer una vez recuperada su salud.;1
La Familia del Barrio;El Enemigo del Abuelo;El Abuelo se topa de manera inesperada con su Némesis de la infancia y junto con Gaspar se embarca en una cruzada para recuperar un objeto muy preciado de manos de su archienemigo.;1
La Familia del Barrio;El Sirviente del Amor;Este capitulo completo es una sátira de la típica historia de telenovelas que ha puesto a México en el mapa como su exponente más fuerte, sin reflejar necesariamente algún estándar de calidad.;1
La Familia del Barrio;Preñada;El Noruego recibe una visita inesperada con una noticia que le cambiara la vida. Mientras tanto Jonathan le ayuda a Peluzín para prepararse para una prueba muy importante.;1
La Familia del Barrio;San Itario;Una aparición religiosa se manifiesta en el baño del departamento y poco tardan el noruego y el abuelo en encontrarle una ventaja a esta situación.;1
La Familia del Barrio;Seguro Millonario;El Abuelo encuentra la manera de aprovecharse del sistema de seguros a costa de Peluzín. Mientras Gaspar les encarga al Noruego y a Jonathan que recojan en el aeropuerto a un familiar que viene de visita de los Estados Unidos.;1
La Familia del Barrio;El Cambio;Gaspar y el Abuelo sufren un accidente en el desayuno que les trae muchos problemas. Mientras Jonathan necesita el apoyo de su familia para una presentación en la escuela.;1
La Familia del Barrio;Secuestrado;Una oda al prototipo de familia mexicana disfuncional, con el humor y gran atributo para enfrentar cualquier situación.;1
La Familia del Barrio;Lárgate - Parte I;El Noruego no cumple con sus responsabilidades con la casa por lo que es expulsado por Gaspar. El Noruego se embarca en una travesía sin saber que lleva un ángel guardián.;1
La Familia del Barrio;Lárgate - Parte II;El Noruego no cumple con sus responsabilidades con la casa por lo que es expulsado por Gaspar. El Noruego se embarca en una travesía sin saber que lleva un ángel guardián. Segunda parte.;1
La Familia del Barrio;Juan Erection;El Noruego y Peluzin empiezan una Boy Band, Gaspar se ve forzado a integrarse por problemas económicos. El Abuelo intenta comenzar una relación amorosa.;2
La Familia del Barrio;El Heredero;El Noruego tiene problemas con el alcohol, y destruye el departamento. Peluzin descubre que va a heredar una gran cantidad de dinero y el Abuelo lo ayuda.;2
La Familia del Barrio;El Noruego Hipster;El Noruego, traumado por asistir a una corrida de toros, cambia su estilo de vida. Jonathan se entera de una noticia que cambiara su vida.;2
La Familia del Barrio;Explotación Laboral;Gaspar pierde su trabajo y se desconecta del mundo mientras que el Abuelo y el Noruego empiezan un negocio.;2
La Familia del Barrio;Gordilandia;El Abuelo y el Noruego suben de peso y Jonathan tiene problemas con un bully en la escuela.;2
La Familia del Barrio;El Pasita;Una persona del pasado del Abuelo reaparece en su vida. El Noruego tiene problemas dentales.;2
La Familia del Barrio;Vámonos;Gaspar invita a la familia a un viaje muy especial para él. Peluzin se pega al plan.;2
La Familia del Barrio;Academia de Policía;El Noruego tiene un sueño de convertirse en policía. El Abuelo sufre un accidente en la regadera.;2
La Familia del Barrio;5 minutos de Fama;El Abuelo entra en el mundo de la actuación y Peluzín es arrestado.;2
La Familia del Barrio;ADN;El Abuelo se da cuenta que él y el Noruego pueden ser padre e hijo. Pitipú es atropellado.;2
La Familia del Barrio;La lista;El Abuelo, con la ayuda de Gaspar, hace una lista de todas las cosas que quiere hacer antes de morir. Peluzin y el Noruego están adictos a un videojuego.;2
La Familia del Barrio;Familia del Barrio;En este episodio La familia del barrio muestra una divertida parodia a las Sitcoms más populares, desde la óptica del prototipo de familia mexicana disfuncional.;2
La Familia del Barrio;La criada;Salubridad clausura el Tenta-Culo e Irma consigue trabajo como empleada domestica en el departamento de los Del Barrio.;3
La Familia del Barrio;El riñón;El Abuelo necesita un trasplante de riñón y ninguno de los Del Barrio es compatible para donarle uno. Sin embargo, Peluzín tiene la solución en sus manos.;3
La Familia del Barrio;El Presi;El Noruego se lanza como candidato a Presidente del Condominio. Sin embargo, un oponente inesperado eclipsa sus planes en plena campaña.;3
La Familia del Barrio;El fin;Las noticias anuncian que un meteorito chocará contra la tierra, acabando con todos los seres vivientes. Los Del Barrio se preparan para el Apocalipsis.;3
La Familia del Barrio;Especial de Navidad;En una borrachera, el Abuelo y el Noruego atropellan con su coche a Santa Claus justo antes de la Navidad. Para no dejar a los niños sin regalos, el Abuelo toma el lugar del accidentado.;3
La Familia del Barrio;La boda;Don Sebas se casa en una isla tropical y todos viajan a la boda. Sin embargo, los descuidos del Abuelo hacen que casi se pierda el evento.;3
La Familia del Barrio;El magnate;Los del Barrio llegan a su edificio y se dan cuenta que está rodeado por un gran muro que les impide la entrada.;3
La Familia del Barrio;El ciego;Gaspar les restringe el dinero al Abuelo y al Noruego ocasionando que el Noruego tenga que consumir un licor hecho en casa por Peluzín lo que lo deja ciego.;3
La Familia del Barrio;El museo;El Noruego lleva a Jonathan al museo de antropología por encargo de su escuela y se da cuenta que un personaje del Calendario Azteca se parece mucho a él.;3
